feature,cluster,label
toy_data/s_400_feature.mat,toy_data/s_400_cluster_index.mat,1
toy_data/s_401_feature.mat,toy_data/s_401_cluster_index.mat,1
toy_data/s_402_feature.mat,toy_data/s_402_cluster_index.mat,2
toy_data/s_403_feature.mat,toy_data/s_403_cluster_index.mat,1
toy_data/s_404_feature.mat,toy_data/s_404_cluster_index.mat,1
toy_data/s_405_feature.mat,toy_data/s_405_cluster_index.mat,1
toy_data/s_406_feature.mat,toy_data/s_406_cluster_index.mat,2
toy_data/s_407_feature.mat,toy_data/s_407_cluster_index.mat,2
toy_data/s_408_feature.mat,toy_data/s_408_cluster_index.mat,2
toy_data/s_409_feature.mat,toy_data/s_409_cluster_index.mat,2
toy_data/s_410_feature.mat,toy_data/s_410_cluster_index.mat,2
toy_data/s_411_feature.mat,toy_data/s_411_cluster_index.mat,2
toy_data/s_412_feature.mat,toy_data/s_412_cluster_index.mat,1
toy_data/s_413_feature.mat,toy_data/s_413_cluster_index.mat,2
toy_data/s_414_feature.mat,toy_data/s_414_cluster_index.mat,2
toy_data/s_415_feature.mat,toy_data/s_415_cluster_index.mat,1
toy_data/s_416_feature.mat,toy_data/s_416_cluster_index.mat,2
toy_data/s_417_feature.mat,toy_data/s_417_cluster_index.mat,2
toy_data/s_418_feature.mat,toy_data/s_418_cluster_index.mat,2
toy_data/s_419_feature.mat,toy_data/s_419_cluster_index.mat,1
toy_data/s_420_feature.mat,toy_data/s_420_cluster_index.mat,2
toy_data/s_421_feature.mat,toy_data/s_421_cluster_index.mat,1
toy_data/s_422_feature.mat,toy_data/s_422_cluster_index.mat,1
toy_data/s_423_feature.mat,toy_data/s_423_cluster_index.mat,1
toy_data/s_424_feature.mat,toy_data/s_424_cluster_index.mat,2
toy_data/s_425_feature.mat,toy_data/s_425_cluster_index.mat,1
toy_data/s_426_feature.mat,toy_data/s_426_cluster_index.mat,2
toy_data/s_427_feature.mat,toy_data/s_427_cluster_index.mat,2
toy_data/s_428_feature.mat,toy_data/s_428_cluster_index.mat,1
toy_data/s_429_feature.mat,toy_data/s_429_cluster_index.mat,2
toy_data/s_430_feature.mat,toy_data/s_430_cluster_index.mat,2
toy_data/s_431_feature.mat,toy_data/s_431_cluster_index.mat,2
toy_data/s_432_feature.mat,toy_data/s_432_cluster_index.mat,2
toy_data/s_433_feature.mat,toy_data/s_433_cluster_index.mat,2
toy_data/s_434_feature.mat,toy_data/s_434_cluster_index.mat,2
toy_data/s_435_feature.mat,toy_data/s_435_cluster_index.mat,1
toy_data/s_436_feature.mat,toy_data/s_436_cluster_index.mat,1
toy_data/s_437_feature.mat,toy_data/s_437_cluster_index.mat,2
toy_data/s_438_feature.mat,toy_data/s_438_cluster_index.mat,2
toy_data/s_439_feature.mat,toy_data/s_439_cluster_index.mat,2
toy_data/s_440_feature.mat,toy_data/s_440_cluster_index.mat,1
toy_data/s_441_feature.mat,toy_data/s_441_cluster_index.mat,2
toy_data/s_442_feature.mat,toy_data/s_442_cluster_index.mat,1
toy_data/s_443_feature.mat,toy_data/s_443_cluster_index.mat,2
toy_data/s_444_feature.mat,toy_data/s_444_cluster_index.mat,1
toy_data/s_445_feature.mat,toy_data/s_445_cluster_index.mat,2
toy_data/s_446_feature.mat,toy_data/s_446_cluster_index.mat,1
toy_data/s_447_feature.mat,toy_data/s_447_cluster_index.mat,1
toy_data/s_448_feature.mat,toy_data/s_448_cluster_index.mat,1
toy_data/s_449_feature.mat,toy_data/s_449_cluster_index.mat,2
toy_data/s_450_feature.mat,toy_data/s_450_cluster_index.mat,2
toy_data/s_451_feature.mat,toy_data/s_451_cluster_index.mat,2
toy_data/s_452_feature.mat,toy_data/s_452_cluster_index.mat,1
toy_data/s_453_feature.mat,toy_data/s_453_cluster_index.mat,2
toy_data/s_454_feature.mat,toy_data/s_454_cluster_index.mat,2
toy_data/s_455_feature.mat,toy_data/s_455_cluster_index.mat,1
toy_data/s_456_feature.mat,toy_data/s_456_cluster_index.mat,2
toy_data/s_457_feature.mat,toy_data/s_457_cluster_index.mat,1
toy_data/s_458_feature.mat,toy_data/s_458_cluster_index.mat,2
toy_data/s_459_feature.mat,toy_data/s_459_cluster_index.mat,2
toy_data/s_460_feature.mat,toy_data/s_460_cluster_index.mat,1
toy_data/s_461_feature.mat,toy_data/s_461_cluster_index.mat,1
toy_data/s_462_feature.mat,toy_data/s_462_cluster_index.mat,1
toy_data/s_463_feature.mat,toy_data/s_463_cluster_index.mat,1
toy_data/s_464_feature.mat,toy_data/s_464_cluster_index.mat,1
toy_data/s_465_feature.mat,toy_data/s_465_cluster_index.mat,2
toy_data/s_466_feature.mat,toy_data/s_466_cluster_index.mat,2
toy_data/s_467_feature.mat,toy_data/s_467_cluster_index.mat,2
toy_data/s_468_feature.mat,toy_data/s_468_cluster_index.mat,1
toy_data/s_469_feature.mat,toy_data/s_469_cluster_index.mat,1
toy_data/s_470_feature.mat,toy_data/s_470_cluster_index.mat,2
toy_data/s_471_feature.mat,toy_data/s_471_cluster_index.mat,2
toy_data/s_472_feature.mat,toy_data/s_472_cluster_index.mat,1
toy_data/s_473_feature.mat,toy_data/s_473_cluster_index.mat,2
toy_data/s_474_feature.mat,toy_data/s_474_cluster_index.mat,1
toy_data/s_475_feature.mat,toy_data/s_475_cluster_index.mat,2
toy_data/s_476_feature.mat,toy_data/s_476_cluster_index.mat,2
toy_data/s_477_feature.mat,toy_data/s_477_cluster_index.mat,2
toy_data/s_478_feature.mat,toy_data/s_478_cluster_index.mat,1
toy_data/s_479_feature.mat,toy_data/s_479_cluster_index.mat,2
toy_data/s_480_feature.mat,toy_data/s_480_cluster_index.mat,1
toy_data/s_481_feature.mat,toy_data/s_481_cluster_index.mat,1
toy_data/s_482_feature.mat,toy_data/s_482_cluster_index.mat,2
toy_data/s_483_feature.mat,toy_data/s_483_cluster_index.mat,1
toy_data/s_484_feature.mat,toy_data/s_484_cluster_index.mat,2
toy_data/s_485_feature.mat,toy_data/s_485_cluster_index.mat,1
toy_data/s_486_feature.mat,toy_data/s_486_cluster_index.mat,1
toy_data/s_487_feature.mat,toy_data/s_487_cluster_index.mat,2
toy_data/s_488_feature.mat,toy_data/s_488_cluster_index.mat,1
toy_data/s_489_feature.mat,toy_data/s_489_cluster_index.mat,1
toy_data/s_490_feature.mat,toy_data/s_490_cluster_index.mat,2
toy_data/s_491_feature.mat,toy_data/s_491_cluster_index.mat,1
toy_data/s_492_feature.mat,toy_data/s_492_cluster_index.mat,1
toy_data/s_493_feature.mat,toy_data/s_493_cluster_index.mat,1
toy_data/s_494_feature.mat,toy_data/s_494_cluster_index.mat,2
toy_data/s_495_feature.mat,toy_data/s_495_cluster_index.mat,2
toy_data/s_496_feature.mat,toy_data/s_496_cluster_index.mat,1
toy_data/s_497_feature.mat,toy_data/s_497_cluster_index.mat,1
toy_data/s_498_feature.mat,toy_data/s_498_cluster_index.mat,1
toy_data/s_499_feature.mat,toy_data/s_499_cluster_index.mat,2
toy_data/s_500_feature.mat,toy_data/s_500_cluster_index.mat,1
